Español;Aymara
Te vas a curar hermana;Qullasitaw kullaka
Te vas a curar hermana Dori s;Qullasintaw kullaka Doris
Te vas a curar hermano. No tengas pena;Qullasitaw jilata. Jan llakisimpti
Te vas a curar, tienes que sanarte;Qullasismay jilata, waliptañamawa
Te vas a llevar dinero suficiente, cuidado te falte;Walja qullqi apas ïta, pist’ayasirakisma
Te vas a mejorar hermana;Sumarataw kullaka
Tea;iska
Teatro;aranwa
Techar;utachaña
Techo;Uta pata
Techo;uta
Tejedor;sawuri
Tejer;p’itaña
Tejer;sawuña
Tejer (con palillo o similar);P’itaña
tejer con palillos;p’itaña
tejer en telar horizontal;sawuña
Tejido;sawuta
tejido cuadrado para cargar bultos a la espalda;awayu
Tejido cuadrangular de lana de oveja o llama para llevar fiambre;tari
Tejido de contextura muy rala;tawa
tejido de lana grande para cargar objetos o criaturas;awayu
Tejido en el que la autoridad originaria porta amuletos durante el año de su mandato;muju
Tejido especial de colores combinados que se sobreteje a los contornos de los aguayos o “ch’uspas”;chichilla
Tejido muy tupido;k’ara
Tejido o ropa fina;qumpi
Tejido orgánico;saq’a
tejido para llevar la merienda;tari
Tejido plano de la parte central de la honda;täña
Tejido ralo;awlla
Tejido ralo;llaja
Tejido tupido;k’iri
Tejidos y pinturas muy bien realizados;tuqapu
Telar;tilara
telar;sawu
Telaraña;Llika
Telaraña;simpa
Telera;tilira
Televisión;Jaya uñjaña
Televisión;jaya
Televisor;jaya
Televisor;Jaya qhami
Tema;yatiwi
Temblar;khathatiña
Temblor;khathati
temer;axsaraña
Temible;qanllawa
Temor;axsara
Templo;qhapaña
Temprano;Alwa
Temprano te vas a venir;Urasaw jutxäta
Tender;Jant’akuña
Tendido de cuero para moler cereales;chakila
Tendido de paja;yaruta
Tendón;anku
Tenemos que ganar;Atipañasawa
Tener;Utjaña
Tener agua o trago en la boca;jumch’iña
Tener alguien o algo tal nombre o apellido;sutinïña
Tener deuda por reciprocidad;aynïña
Tener indigestión por comer alimentos frescos a media tarde;sunaqiña
Tener miedo;asq’araña
Tener miedo de algo negativo;chhijuña
Tener ojos lagrimados;aqhuya
Tener un dolor en la mano o en el pie por el miedo a trabajar fuerte;milliyasiña
Tenerse envidia dos personas;jithisiña
Tengo 1 gato y 2 perros;Utjituwa mä phisi mpi, pä anumpi
Tengo 2 gallinas;Pä wallpanitwa
Tengo 2 gatos y 2 perro s ¿y tú?;Pä phisimpi, pä anumpi uyw anitwa, j umasti ?
Tengo 21 años ¿y tú?;Pä tunka mayani maranitwa, j umasti ?
Tengo 27 años;Pä tunka paqallquni maranitwa
Tengo 34 libros;Kimsa tunka p usini panka nitwa?
Tengo 4 animales;Pusi uywanitwa
Tengo 4 vacas, 10 ovejas, 20 conejos, ¿Y vos tienes animales hermana?;wank ’unaka, jumasti uywanitati kullata ?
Tengo arroz, camote y oca;Arusampi , apichumpi , apillampi w utjitu
Tengo cuarenta 41 años, ¿y tú?;Pusi tunka mayani maranithwa, jumasti?
Tengo d 2 hermanos y 5 hermanas;Pä jila, ph isqa kullakanithwa
Tengo dos hermanos , ¿y tú?;Pä jilanitwa, jumasti?
Tengo dos perros, de ellos sus nombres son Beyli y Blanca, ¿y tú?;jumasti ?
Tengo dos tí as. Maribel ¿En qué año estamos?;Pä ipanitwa. Maribel, kuna maranktansa?
Tengo hambre;Manq’at utjitu/awtjitu
Tengo que ir hermana , otro día nos encontraremos;Saraña xaw kullaka , yaqh uruw jikisinañi
Tengo un gato;Nayax mä phisinitwa
Tengo un per ro;Mä anunitwa
Tentación;watiqa
Teoría;yatsukipa
Tepe;ch’ampha
Tercero;kimsïri
Terco;ch’ayu
Terco;paxtaya
Terminar;Tukuña
terraza de cultivo;yapu
Terremoto;Uraqi khathati
terreno;uraqi
Terreno húmedo;map’i
Terreno oreado;t’ajsa
terreno para el cultivo rotatorio;aynuqa
Terreno que nunca se ha cultivado;puruma
Territorio;Uraqi
Terrón;k’urpha
Terrón;khula
Tesis;yawña
Testigo;inkillu
Testigo ocular;uñjiri
Testículo;Q’uruta
Teta;Ñuñu
teñir;tiñiña
Teñir lanas o mantas con colorantes naturales o anilinas;wayk’uña
Tiahuanaco;Tiwanaku
Tibia;kayu
Tibia;Kayu wich’u
Tibio;llaphi
Ticnamar;desierto florido
Tiempo;Pacha
tiempo de hambre o época seca (junio-octubre);awti
tiempo de hambre o época seca (junio-octubre);awtipacha
tiempo de helada (marzo-junio);juyphipacha
Tiempo de la madrugada cuando aclarece;q’axutatta
tiempo de mucho sol (noviembre);lapaka
tiempo presente;jichhapacha
Tiempo que dura diez días;tunküru
Tiempo y espacio a la vez;pacha
Tiempo | Hora;Pacha
tiempo, espacio, tierra o período;pacha
Tienda;tinta
tiene;utji
Tiene 11 años;Tunka mayani maraniwa
Tiene 20 años;P ä tunka maraniwa
Tiene 22 años, es mi hermano menor;Pä tunka payani maraniwa, sullka jilajawa
Tiene 85 años;Kimsa qallq tunka phisqani marani wa
Tienes que ir don de el médico;Qulliriwkar sarañamawa kullaka
Tienes que ir donde el médico;Qullir iwkar sarañamawa
Tienes que venir temprano, hay se sacarte ecografía;Wali alwat jutañamawa, ecografía uka
Tienes una enfermedad mala, hay que curarte de manera inmediata;Wali jan wali usunitawa, mäki
Tierno;llullu
tierra;laq’a
Tierra;uraqi
Tierra amarilla;yü
Tierra blanca y áspera que se usa para pulir o limpiar objetos metálicos;p’uqi
Tierra caliente y húmeda;yunka
Tierra labrada con el arado;qhullita
Tierra pobre;t’uxra
Tierra roja que se usa para marcar ganado;taku
Tierra ya cosechada;qhanuna
Tieso;lawa
Tieso;Tisi
Tiesto;k’allana
Tigre;uturunku
Tigrecillo;mulu
Tilde;sirqi
Timbre;chilinka
Tinaja;wakulla
tinaja de barro para guardar líquidos;lak’ina
Tinieblas;laqha
Tintorera;wayk’uri
Tipo;Kasta
Tirar;Jaqtaña
Tiritar;ch’ukhulliña
Titicaca;Titiqaqa
Titubear;Pächasiña
tiznado;qhisti
Tomar apuntes de una clase;qillqaqaña
Tobillo;kayu
Tobillo;Kayu muqu
tocar;llamkhaña
Tocar el turno a alguien;wakt’aña
tocar un instrumento de cuerda;jat’iña
toda la noche;paqara
Toda la noche;aram
Toda la noche;arum
Toda persona que ha cumplido con el cargo de máxima autoridad de la comunidad;pasäru
Todavía;janira
Todavía no he hecho;Janiraw lurkti
Todo;taqi
Todo;taqpacha
todo el día;jurnala
Todo el día;urpacha
Todos;thiypata
Todos;taqini
todos;taqi
Todos comeremos;Taqini manq’asiñani
Toldo;karpa
Tomar;Umaña
Tomar;Katuña
Tomar el mando la autoridad entrante;katxaruña
Tomaremos té/café/etc.;Junt’um umasiñani
Tomate;kukana
Tonificar;Ch’amachaña
Topar;tupaña
Topetada;muqi
Torbellino;Tutuka
Torcer;q’iwiña
Torcer demasiado el hilo;t’ullkhuña
Torcer el hilo;phalaña
Torcer lana de llama con palo pequeño formando hebra gruesa;mismiña
Torcido;q’iwi
Torcido;q’iwjata
Torito;waka
Torpe;thanqha
Torpe;qimpi
Torpeza;thanqhjaña
Torrente;lluxlla
Torturar;t’aqhisiyaña
tos;uju
Tos;ch’uxu
tos convulsiva;k’aja
tos fuerte;ch’uxu
Tosco;Chhama
Toser;ujuña
Toser;ch’uxuña
toser fuerte;ch’uxuña
Tostado;jamp’i
Tostador;jiwk’i
Tostar;jamp’iña
Tostar cereales;jarwiña
Totalmente;liju
Totora;ayawi
totora;tutura
Trabajador;irnaqiri
Trabajador;Irnaqiri
Trabajar;irnaqaña
Trabajar;kanichasiña
Trabajar algo en la computadora;jatamsuña
Trabajar cargando bultos;q’ipjasiña
Trabajar con esmero y de prisa;jatamaña
Trabajar hasta la noche o llegar uno ya de noche;arumt’aña
Trabajar juntos las chacras que la comunidad posee como supraindividual;jaymaña
Trabajaremos;Irnaqañani
Trabajo;irnaqawi
Trabajo agrícola de la comunidad para el beneficio colectivo;jayma
trabajo colectivo en beneficio de la comunidad;jayma
trabajo por un pago en dinero o productos;mink’a
Trabar;k’anasiyaña
Tradiciones y costumbres que se práctican en una comunidad;thakhi
Traducción;atamiwi
Traducir;Jaqukipaña
Traductor;jaqukipiri
Trae tu plato, te voy a invitar;Chuwam asasinim, waxt’amawa
Traer;apaniña
Tragar;thathantaña
Tragar la comida;uquña
Trago;q’ulti
Traicionar;sallqjaña
Traición;sallqjawi
Traidor;sallqiri
trama;qipa
Tramar;qipaña
Trampa;sipita
Trampa para atrapar ratones;phak’a
Trancarse;chakaña
Tranquilidad;t’akuña
Tranquilizar;T’akuyaña
Tranquilo;yustu
Tranquilo;t’akuta
Transeúnte;sarnaqiri
Transformar;Mayjt’ayaña
Transparente;Ch’uwa
Transpirar;Jump’iña
transportador de la hebra de la trama;jaxchaña
Transportar;kallaña
Transportar;Jastaña
Transportar en litera;rampaña
Trapo;warira
Trasero;qhipäxa
Trasladar;q’ipsuña
Trasladar;jastaña
Traspirar;Jump’iña
trasplantar;llaxiña
trasquilar;yawiña
Trasquilar;Yawiraña
Trastornar;Pituña
Travieso;thijwa
travieso;lisu
Travieso;qhaxu
Trece;Tunka kimsani
Trece;tunka
Treinta;kimsa
Treinta;Kimsa tunka
Tren;suchu
Tren;Suchu suchu
trenza;qhana
Trenza;k’ana
Trenza de la mujer;pichika
Trenzado grueso que empieza de la parte plana y termina en el inicio del cordel de la honda;paki
trenzar;k’anaña
trenzas pequeñas y delgadas;qallucha
Trepar;Makataña
Tres;kimsa
Trigo;tiriwu
Trilingüismo;Kimsa arwayu
Trillar;jawq’aña
trino de aves;chhiwiña
Tripa;Jiphilla
Triplicar;kimsachaña
triquinosis;tunqutunqu
triste;q’uya
Triste;Llakita
Tristeza;Llakisiña
Triturar;T’uruña
Triunfar;atipjaña
Triángulo;phich’u
Trocar;Turkaña
Trocar productos alimenticios con alguien;chhalaña
Troje;Pirwa
Troje;qullqa
Trompeta;Pututu
Trompo;phiñutaya
trompo;chanku
trompo;trumpu
Trompo;p’iñuqu
Trompo con la púa bien centrada y que baila muy bien;qhiya
Trompo con púa chueca;t’arkhi
Tronar;q’ixtaña
tronco;tunu
Tronco;k’ullu
Tropa;Tama
Tropezar;t’anqtaña
Trotar;Jalaña
trucha;turucha
Trueno;qhixu
trueno;q’ixu q’ixu
Trueno;Qhixu qhixu
Trueno;q’ixu
trueque;chhala
Trueque;turkasiña
Truncar;Muruqaña
Truncar;mut’uqaña
Trunco;muru
tráquea;sunquru
trébol;layulayu
Trébol;ispinku
Trébol;layu
Trébol de tallos rojos;wila
Trípode;Kimsa kayu
Trípode;kimsa
Tu a qué te dedicas hermano ?;Jumax kuna luriritasa jilata ?
Tu gato debe ser bonito;Phisimax jiwakipachawa
Tu papá y tu mamá viven hermana Sulma?;Tatama mpi mamama mpix jakaskiti kullaka Sulma?
Tubo;tuquru
Tubo de cañahueca o tallo de quinua corto para envolver la trama en el tejido de la bayeta;kanila
Tubérculo amarillento con ojos;isaña
Tubérculo cocido muy harinoso;ulla
Tubérculos reventados por mucha cocción;phillmi
Tumbar;liwnuqaña
Tumba;amay
Tumba;Amay uta
Tumbar;Liwnuqaña
Tumbar a alguien parado;jawqt’aña
tumor;t’iwka
Tumor;Ch’upu
tuna;tunasa
Tupir;k’ik’jaña
Turbio;juri
Turnar;mit’aña
Turno;mit’a
Tutor;uywiri
Tuyo;jumankiri
Tuétano;Parpa
Tábano;qapuri
Técnica;Inv
Término;tukusi
Tía;ipala
Tía;tiyala
Tía materna;laqusi
Tía mayor;jach’a
Tía paterna;ipa
Tímido;Axsariri
Tío;tiwula
tío;ipu
Tío materno;lari
Título;sutinchawi
tórtola;khurukuta
tórtola;kitula
Tórtola;Qhurukutu
Tú;juma
Tú pues, te lavas mucho la cabeza;Juma pï ancha p ’iqi jaristax a
Túnel;Qullu p’iya
Túnel;qullu
túnica sin mangas;urkhu
Ubicar;Uchaña
Ubre;Ñuñu
Ufano;Jaqi jaqì jiq’iri
Ultimar;Tukuña
Ultrajar;tuqjaña
Un;mä
Un;maya
Un día como hoy de la semana anterior;pasïri
Un gusto de conocernos hermano/hermana;Aski suma uñt’asiwikïpan jilata/kullaka
Un millón;mä
Un poco me duele hermana, ¿y vos a dónde vas?;Mawk ’akiw usutu kullaka, jumasti kawki rus saräta?
Un tambor de coca;taki
Un tambor de coca;sistu
Un trago en la boca;jumch’i
Una casa te ngo, hermano;Mä utanitwa, jilata
Una danza autóctona;p’aquchi
Una de las cuatro provincias del tawantinsuyu;chincha
Una de las dos mitades del poncho o aguayo nuevos antes de costurar;mankhallu
Una de las parcialidades de la nación aymara que se encuentra en el actual territorio peruano;lupaqa
Una de las variedades de avispa;nina
Una de las variedades de durazno blanco y dulce;ulinkati
Una de las variedades de haba grande;usnayu
Una de las variedades de papa;saq’ampaya
Una de las variedades de papa amarga del grupo “luk’i”;sisu
Una de las variedades de papa del grupo denominado “qhini” o papa dulce;surimana
Una de las variedades de papa dulce;qami
Una especie de girasol silvestre;churi
Una especie de hormiga que suele viajar en fila gigante;siqititi
Una especie de pato de color negrusco que vive en el lago;chhuqha
Una hembra y 2 machos, ¿y de vos ?;Mä qachu mpi, pä urqumpiwa, jumansti ?
Una variedad de cebadilla silvestre que consume el ganado;chhuxlla
Una variedad de haba de granos pequeños;uchukula
Una variedad de haba de tamaño grande;p’usnayu
Una variedad de la papa de forma larga;nasawiri
Una variedad de paja brava dura y puntiaguda;uxsa
Una variedad de paja suave que crece sobre todo en los ríos;waylla
Una variedad de papa amarga;q’aysa
Una variedad de papa dulce;phiñu
Una variedad de papa dulce agradable al paladar;qhini
Una variedad de papa perteneciente al grupo “qhini”;sicha
Una variedad de papa “qhini”;axawiri
Una variedad de pez de tamaño diminuto del lago titicaca;ispi
Una variedad de quinua silvestre de color rojo naranja;kallapi
Una variedad de tordo no mayor al hornero;taraxchi
Uncir;yapiña
Ungir;Jawiña
Ungüento;mullacha
Unidad;sapäqi
Unir;mayachaña
Unir dos telas o prendas rotas con hilo o con gancho;chhithaña
Universidad;Jach’a yatiñ uta
Universidad;jach’a
Unión;chinthapi
Uno;mayni
Uno de los últimos incas;atawallpa
Uno que otro;mä
Uno,;Maya
Unos cuantos;mä
Untar;jawiña
Unto;untu
Unánime;mayaki
Urbe;Marka
Urdimbre;aymura
Urdimbre;sawu
urdimbre;asi
urdir;aymuraña
Urdir;asiña
Urinario;phisiña
Usado;mirq’i
Usado;murqu
Usar;mirq’iña
Usar;thanthaña
Usted;Juma
Ustedes;jumanaka
Ustedes van a seguir practicando;Jumanakax juk’ampi yatintasipkakïtawa
Utensilios hechos de cuero para dirección a los bueyes cuando se está sembrando;saraya
Utopía;janichkaya
uva;uwasa
Uva desgranada;uni
Uvas, plátano y naranja;Uwasampi, puqutampi, laranjampi
uña;sillu
V ocabulario;aru
V ocal;salla
V ocativo cortés o familiar para dirigirse a niñas o a mujeres;luluku
V ocativo de tratamiento cortés o familar a los varones en sentido de hermano;jilaku
V ocativo para expresar aprecio y cariño a una mujer joven;qulila
V ocear;arnaqaña
V olador;tuyuri
V olar;tuyuña
V olar el cóndor u otra ave alrededor de algo;wiruña
V olar y posar un águila u otra ave sobre una roca;thuqxataña
V olcar;k’umphiña
V olcán;ariri
V oltear;jaqukipaña
V olumen;p’ulu
V oluntad;munaña
V olver;kutiña
V olver a buscar tubérculos que todavía han quedado enterrados después de la cosecha;tallmaña
V olver a coger lo derramado;apiña
V olver a colocar semillas en los espacios que no brotó;saluña
V olver a la infancia una persona mayor;wawaptaña
V omitar;waq’aña
V omitar;jaxruña
V omitar;axruña
V oto;wutu
V oz;kunka
Va ser un dí a lluvioso;Jallüruniwa
Vaca;waka
Vaca;qachu
Vaca;Qachu waka
vaca / buey;waka
Vaca de color negro con algunas manchas blancas;q’acha
Vaciar;ch’usachaña
Vaciar el contenido de un envase o dejar vacío un cuarto;inachaña
Vacilación;tunkiña
Vacilar;tunkiña
Vacio;Ch’usa
Vacío;Ch’usa
Vadear;Makataña
Vado;makata
Vagabundo;tumaqaya
Vagar;tumaykuña
Vagina;Chinqi
Vaho;jüri
Vaina;sulu
Vaina;lip’a
Vaivén;aytinki
Valentía;Jan axsaraña
Valentía;jan
Valer;chaninïña
Valiente;jan
Valiente;Jan axsariri
Valioso;chanini
Vallado;qincha
valle;qhirwa
Valor;Chani
Valorar;chaninchaña
Vamos;jina!
Vamos a ayudar DIRECCIÓN;Yanapiri sarañani
Vamos a bailar;Thuqhuri sarañani
Vamos a bailar;Thuqhuñäniwa
Vamos a bailar;Thuqhuniñani
Vamos a bailar morenada;Morenada thuqhuña ni
Vamos a cocinar;Phayiri sarañani
Vamos a comer mucho, hasta hartar nos/saciar el hambre;Walja, sist’asiñkamaw manq’t’asita
Vamos a la casa;Utaru sarañani
Vamos a la cocina;Phayañ utar sarañani
Vamos a la escuela | colegio;Yatiqañ utar sarañani
Vamos a la universidad;Jach’a yatiqañ utar sarañani
Vamos a mi casa;Utajaru sañarani
Vamos a tu casa;Utamaru sarañi
Vamos afuera;Anqar sarañani
Vamos al mercado /mercado;Qhathuru sarañani
Vamos al restaurante;Manq’a ñ utaru sarañani
Vamos directo;Chiqaki sarañani
Vamos hermana;Sarantañani kullaka
Vamos lejos (otra ciudad o país) a trabajar;Jaya markaru irnaqiri sarañani
Vampiro;Chiñi
Vanidad;apusnaqa
Vano;Inamaya
vapor;jujuri
vapor;jüri
Vapor de agua;sura
Vaporizar;suraña
Vara;K’astu
Variable;mayjt’iri
Variado;taqimana
Variado;kunaymana
Variar;Mayjt’ayaña
Variedad de papa amarga cultivada para elaborar la tunta o el chuño;yuruma
Variedad de poroto;misillu
Variedad de quinua silvestre;qallapi
variedad de zampoña que se toca en la época seca;lakita
variedad pequeña de hongo;sirk’i
varón;chacha
Vas a traer fiambre, hasta el doming o. ¡Cuidado con ese perro negro !;Quq apanïtawa, willkürkama. Uka ch’iyar anuraki !
Vas a traer tu cuaderno;Qilqañ panka apanïta
Vas a venir a ayudarme;Yanapiriw jutitäta
Vas a venir pues;Jutatapï
vasija de barro;chatu
Vasija de calabaza;mati
Vaso;qiru
vaso;akilla
Vaticinar;Arjaña
Ve r wayllunk ’a;wallunk’a
Vecino;utäk’a
Vecino;Uta jak’a
Vecino;uta
Vecino o vecina;jak’asi
Vedija;Qulti
Vegetal;Ali
Vegetal de la familia del poroto;wayruru
Veinte;pä
Veinte;Pä tunka
Vejez;Taykäña
Vejez;awkïña
vejiga;yaq’allachi
Velar;paqalliña
Vello;lliphu
Vello suave;pulla
Velludo;T’arwani
Vellón;T’arwa
vellón;jawi
Veloz;Laqa
Ven comeremos;Jutam manq’asiñani
Ven comprame;Jutam alasita
Ven, nos saludaremos;Jutam aruntasiñani
vena;wilasirka
Vena;sirka
Vena;wila
Venado;taruja
Vencedor;Atipiri
Vencer;Atipaña
Vencer a uno;aynacht’ayaña
Venda;ch’uqaña
Vendar;ch’uqaña
Vendedor;aljiri
vender;aljaña
Vender u obsequiar la oveja a alguien;chitachaña
Veneno;Jiwayiri qulla
Veneno;jiwayiri
Venerable;Qullana
Venerar;Yupaychaña
Venir;jutaña
Venta;Wayka
Venta rápida;wayka
Ventana;k’anchira
Ventanilla de la cocina o de las casas en general;k’ajlli
Ventarrón;ch’amani
Ventilar;wayrayaña
Ventilarse;thaysuña
Ventura;kusi
Venturoso;samini
Ver;uñjaña
Ver chullaña;chhullaña
Ver ch’arkhi;chaluna
Ver jiskhiña;sikhiña
Ver kansuña;kansaña
Ver khaya;khä
Ver khayana;khäna
Ver khisw ara;kiswara
Ver kuna pacha;kunärsa
Ver kusa;khusa
Ver källachi;qällachi
Ver k’anwa;k’awna
Ver k’intu;k’inchu
Ver k’uk’u;k’ik’u
Ver k’umphiña;k’amphiña
Ver liwkhana;lijwana
Ver llujt ’a;lijiya
Ver pacha jakhu;pacha
Ver phuñi;phuya
Ver sunquru;surunqu
Ver thaya ch’isi;thä
Ver thaya jallu;thä
Ver t’axsuña;t’axsiña
Ver uka aruma;ukärma
Ver urqhaña;urquña
Ver wichiqiña;wich’iqiña
Ver ñach ’ata;chinuta
Verano;Jallu pacha
Verbo;aruchiri
Verdad;chiqa
Verdadero;Chiqa
verde;ch’uxña
verde esmeralda;qupa
verde oscuro;ch’iyara ch’uxña
Verdecer;ch’uxñatataña
Vereda;patill
Vereda;Patill thakhi
Veremos las noticias;Yatiyawinak a uñtañani
Verga;Allu
Vergonzoso;qhaxsini
Vergüenza;p’inqa
Verificar;chiqätap
Verificar;Chiqätap yatiña
verruga;sirk’i
Verrugoso;sirk’irara
Versar;arusiña
Verter;talliña
Vertical;saya
Vertiente;jalsuri
Vestido;Isi
Vestimenta ancestral aymara diseñada como una especie de túnica negra;urkhu
Vestimenta típica de la novia;anaku
Vestir;isiyaña
vestirse;isisiña
Vestirse;añusiña
Vestirse una persona;isisiña
vesícula;mulla
Veta;Wak’a
Vez;kuti
Viaje;sarawi
Victoria;atipa
Vicuña;wik’uña
vicuña;wari
vida;sarnaqawi
Vida;jakaña
vida;jaka
Vidente;uñjiri
vidrio;qhispi
Vidrio;qhisphi
Vieja;Awila
vieja (despectivo);awila
Viejo;achachi
Viejo;achichi
viento;thaya
Viento;wayra
Viento fuerte y con estruendo;jisq’i
Viento suave;suqa
Vientre;Puraka
viernes;urüru
Viernes;urjüru
Viga;sayt’u
Viga;Sayt’u k’ullu
Vigilante;uñch’ukiri
Vigilar;musiña
Vigilar;Uñch’ukiña
Vigor;Ch’ama
Vigorizar;Ch’amachaña
Vigoroso;Ch’amani
Vincha;wincha
Vinchuca;winchuka
Violar;p’akinchaña
violeta;murturiya
Virgen;llumpaqa
Virgen;taski
Virtud;askïña
viruela;mallku
Viruela;sarampiya
viruela;piyampiya
Viscoso;Bilis
visera;q’aspa
Visible;uñjkaya
Visita de sorpresa a alguien con algún propósito;jalt’aña
Visitador;muyuri
Visitar;tumpaña
Vista;uñjaña
Vistazo;uñtt’aña
Visviri;zumbido del viento
Vitamina;ch’amanchiri
Vitorear;jallallaña
Viuda;Ijma warmi
Viuda;ijma
Viudo;ijma
Viudo;Ijma chacha
viudo o viuda;ijma
vivienda cónica de tierra;putuku
Viviendo hay que bailar;Jakkasawa thuqhuña
Viviente;jakkiri
Vivir;jakaña
Vivir alguien aquí;akankaña
Vivir desamparado;qisamiña
Vivir en otro lugar;yaqhankaña
Vivo;jakiri
vizcacha;wisk’acha
Vizchacha;jisk’achu
Vocabulario;Aru tanta
Vocal;Salla
Vocear;Arnaqaña
Vocería;Uxuña
Volador;Tuyuri
Volar;Tuyuña
Volcar;K’umphiña
Volcán;Ariri
Voltear;Jaqukipaña
Volumen;P’ulu
Voluntad;Munaña
Volver;Kutiña
Volverse;Tukuña
Vomitar;Kutiyaña
vomitar;waq’aqiña
Votar;Jat’uña
Voto;Wutu
Voy a ir a hacerme curar;Qullayasiriw sarä
Voy a ir a hacerme revisar con el médico;Qullirimp uñjayasiriw sarä
Voy a ir al mercado a comprarme;Alasiriw qhat hu sarä
Voy a quer er 20 panes;Pä tunk a t'antanak munä
Voy a ver a mi hermano , se había accident ado;Jilajar uñjiri w saras ktha, usuchjasitanawa
Voy a volver el domingo hermana;Inti uru w kutt’anï kullaka
Voz;Aru
Vuelo;jalawi
Vuelta;muyu
Vuestro,;Jumankiri
Vulva;Chinqi
Vámonos;Sarxañäni
Vámonos hermano/hermana;Sarxañani jilata /kullaka
Vámonos hermanos/hermanas;Sarxapxañani jilata naka/kullakanaka
Vámonos pues;Sarxañäniy
Véndeme una arroba de papa;Mä arroba ch’uq’i aljita
vértebra;k’ili
Vértebra;sillk’i
Vértice;ch’iru
Vértigo;Chankapura
Vía;Thakhi
Vía Láctea;warawara jawira
Víbora;Asiru
Víveres;juyra
Waliki;Bien
Whisky;wiski
Wiracocha;Wiraqucha
Xenofilia;ch’utilluña
Xenofobia;Uñisiña
Xenófobo;Uñisiri
Xerez;Janq’u winu
Xerez;janq’u
Xerófilo;Wañan aliri
Xerófito;wañan
Xerófito;Wañan aliri
Xifoides;mutu
Xilografía;llaxllaña
Xilófago;Lawa laq’u
Xilófono;tilinkira
Ya es hora;Pachaxiwa
Ya es hora hermano, conversaremos el próximo mes, ahora tengo que ir donde el médico, me duele la cabeza y mi diente;qulliri wkaru sarä, p’iqimpi , laka ch’ak hampiw usutu
Ya es hora, ahí terminamos hoy;Pachaxiwa, ukja r jichh üru tukuyañani
Ya es hora, descansaremos;Pachaxiwa , samarsxañani
Ya es tarde vamonos hermanas;Jayp’u xiwa sarxañäni kullakanaka
Ya te venderé;Yaw churamay
Ya va ser hora, mejor vamos a comer antes de viajar;Pacha xaniwa, janira sarxarkasa manq’iri sarañani
Ya vengo a ayudarte;Nayax sarxarus ktwa yanapiri
Ya! Hasta luego hermana;Iyaw ! Jikisiñkam kullaka
Yacaré;kaymana
Yacente;winkuri
Yacer;winkuña
Yacija;Patät’i
Yacimiento;qhuyani
Yaco;K’alla
Yacolla;yaqulla
Yacón;arikuma
Yaguasa;unkalla
Yaguré;Añuthaya
Yanqui;k’ank’a
Yapa;Yapa
Yapa | Aumento;Liwxata
Yapar;Yapaña
Yaraví;yarawi
yareta;yarita
Yegua;Qachu kawallu
Yegua;qachu
Yema;külli
Yerba;Qura
Yerbal;qura
Yerbal;Qura qura
Yermo;Wasara
yerno;tullqa
Yerto;Tisi
Yesca;jan
Yesca;Jan qullqini
Yeso;Pachacha
Yo;naya
Yo aún no he hecho pan;Nayax janiraw t’ant’a lurkti
Yo bi en también. ¿ Cuál es tu nombre?;Nayax walikiraki. Juman sutimax kunasa ?
Yo cocinaré sajta;Nayax saxta phayä
Yo crio tres vac as ¿Y tú?;Nayax kimsa waka uy wtha. Jumasti?
Yo enseño en la UE Sagrada Familia;Nayax Sagrada Família jach'a yatiqañ utan yaticht ha
Yo estaba comiendo maíz;Nayaw tunqu t’uruskayätha
Yo estoy bien;Nayax walikisktwa
Yo estoy bien, al banco estoy yendo . ¿Hermana cómo se llama tu papá ? ¿Es de Oruro?;tatama x kuna sutinisa ? Oruronkiriti ?
Yo estoy cocinando sopa de pollo;Nayaxa wallpa kaltu phaya sktha
Yo estoy haciendo muchos panes;Nayax walja t'ant'a lurasktha
Yo estoy haciendo t ’ant’a wawa , pan de maiz y pan dulce;t'ant'ampi lurt ha
Yo estoy tomando te , ¿y tú?;Nayax junt'uma umaskt ha, jumasti
Yo estoy viajando a Potosí;Nayax Potos ímar karuw sarxarus ktha
Yo fricase de chanc ho, de pollo se cocinar;phay aña yattha
Yo he nacido en el mes de septiembre;Nayax sata qallta phaxsin yuriritwa
Yo iré a comer;Nayax manq ’iri sarä
Yo iré a sembrar papa;Nayax Ch´uqi satiri w sarä
Yo iré a sembrar quinua ¿y tú hermano?;Nayax jupha satiri w sarä, jumasti jilata?
Yo iré a ver a mis animales;Nayax uywanakajaru uñjiri w sarä
Yo iré al hospital;Nayax qullañ utaruw sarä
Yo iré donde mi abuela;Nayax awichujawka sarä
Yo me caí;Nayax tinktwa
Yo me enferme, mi caballo me botó hermano;Nayax usuntwa, qaq iluja w liwtit u jilata
Yo me iré al río;Nayaw sarä jawiraru
Yo me llamo Alejandra;Nayan sutijax Alejandrawa
Yo me llamo Camila;Nayan sutijax Camila satawa
Yo me llamo Filomena;Nayan sutijax Filomenawa
Yo me llamo Lidia ¿De dónde eres?;Nayan sutijax Lidiawa. Jumax Kawkitatasa?
Yo me llamo Lisset, ¿y tú?;Nayan sutijax Lissetawa , jumasti?
Yo me llamo Maria;Nayax Sutijax Mariwa
Yo me llamo Martina;Nayan sutijax Martinawa
Yo me llamo Noemi;Nayax Noemi sata twa
Yo me llamo Roman;Nayax Roman satathwa
Yo me llamo Rosa ¿y tú?;Nayan sutijax Rosawa. Jumansti?
